Index	Moves	MoveID	CanUseMove	FType	FQuality	FCategory	FPower	FAccuracy	FPP	FPriority	FHitMin	FHitMax	FInflict	FInflictPercent	FRawInflictCount	FTurnMin	FTurnMax	FCritStage	FFlinch	FEffectSequence	FRecoil	FRawHealing	FRawTarget	FStat1	FStat2	FStat3	FStat1Stage	FStat2Stage	FStat3Stage	FStat1Percent	FStat2Percent	FStat3Percent	FStat1Duration	FStat2Duration	FStat3Duration	GigantamaxPower	Flag_MakesContact	Flag_Charge	Flag_Recharge	Flag_Protect	Flag_Reflectable	Flag_Snatch	Flag_Mirror	Flag_Punch	Flag_Sound	Flag_Gravity	Flag_Defrost	Flag_DistanceTriple	Flag_Heal	Flag_IgnoreSubstitute	Flag_FailSkyBattle	Flag_AnimateAlly	Flag_Dance	Flag_Metronome	SplinterModifier	Status_Fixated	Status_Obscured	Status_ObscuredDuration	Status_Primed	Status_PrimedDuration	Status_PrimedPercent	Status_StanceSwap	Status_StanceSwapDuration	Status_FutureCrit	Status_FutureCritDuration	Status_FutureCritStage	Flag_CureDrowsy	Flag_CureFrostbite	DamagePercentStatused	CanStyle	ActSpeedModUser	ActSpeedModUserAgile	ActSpeedModUserStrong	ActSpeedModTarget	ActSpeedModTargetAgile	AgilePower	AgileRawHealing	AgileTurnMax	AgileEffectDuration	AgileStatChangeDuration	StrongPower	StrongAccuracy	StrongCritStage	StrongInflictPercent	StrongStat1Percent	StrongTurnMax	StrongEffectDuration	StrongStatChangeDuration	StrongRecoil	StrongRawHealing	StrongSplinterModifier	Type	Quality	Category	Power	Accuracy	PP	Priority	HitMin	HitMax	Inflict	InflictPercent	TurnMin	TurnMax	CritStage	Flinch	EffectSequence	Recoil	Stat1	Stat2	Stat3	Stat1Stage	Stat2Stage	Stat3Stage	Stat1Percent	Stat2Percent	Stat3Percent	InflictCount	Healing	Target
47	Sing	47	False	0	1	0	0	55	15	0	0	0	2	0	2	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	True	False	False	False	False	True	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	55	15	0	0	0	2	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
48	Supersonic	48	False	0	1	0	0	55	20	0	0	0	8	0	2	2	5	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	True	False	False	False	False	True	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	55	20	0	0	0	8	0	2	5	0	0	49	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
49	Sonic Boom	49	False	0	0	2	1	90	20	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	90	20	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
50	Disable	50	False	0	13	0	0	100	20	0	0	0	15	0	2	4	4	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	100	20	0	0	0	15	0	4	4	0	0	86	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
51	Acid	51	False	3	6	2	40	100	30	0	0	0	0	0	0	0	0	0	0	72	0	0	5	4	0	0	-1	0	0	10	0	0	0	0	0	70	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	2	40	100	30	0	0	0	0	0	0	0	0	0	72	0	4	0	0	-1	0	0	10	0	0	None	None	AllAdjacentOpponents
52	Ember	52	True	9	4	2	40	100	25	0	0	0	4	30	2	3	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	30	0	2	0	0	50	100	0	50	0	4	0	0	0	0	0	9	4	2	40	100	25	0	0	0	4	30	3	3	0	0	4	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
53	Flamethrower	53	True	9	4	2	80	100	10	0	0	0	4	20	2	3	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	2	0	0	100	100	0	40	0	4	0	0	0	0	0	9	4	2	80	100	10	0	0	0	4	20	3	3	0	0	4	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
54	Mist	54	False	14	11	0	0	101	30	0	0	0	0	0	0	0	0	0	0	46	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	11	0	0	101	30	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	None	None	SideSelf
55	Water Gun	55	False	10	0	2	40	100	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	40	100	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
56	Hydro Pump	56	True	10	0	2	100	85	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	80	0	0	0	0	120	95	0	0	0	0	0	0	0	0	0	10	0	2	100	85	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
57	Surf	57	False	10	0	2	90	100	15	0	0	0	0	0	0	0	0	0	0	257	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	90	100	15	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	None	None	AllAdjacent
58	Ice Beam	58	True	14	4	2	80	100	10	0	0	0	7	20	2	3	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	2	0	0	100	100	0	40	0	4	0	0	0	0	0	14	4	2	80	100	10	0	0	0	7	20	3	3	0	0	5	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
59	Blizzard	59	True	14	4	2	100	75	5	0	0	0	7	30	2	3	3	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	80	0	2	0	0	120	90	0	50	0	4	0	0	0	0	0	14	4	2	100	75	5	0	0	0	7	30	3	3	0	0	260	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
60	Psybeam	60	False	13	4	2	65	100	20	0	0	0	8	10	2	2	5	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	2	65	100	20	0	0	0	8	10	2	5	0	0	76	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
61	Bubble Beam	61	False	10	6	2	65	100	20	0	0	0	0	0	0	0	0	0	0	70	0	0	0	5	0	0	-1	0	0	10	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	2	65	100	20	0	0	0	0	0	0	0	0	0	70	0	5	0	0	-1	0	0	10	0	0	None	None	AnyExceptSelf
62	Aurora Beam	62	False	14	6	2	65	100	20	0	0	0	0	0	0	0	0	0	0	68	0	0	0	1	0	0	-1	0	0	10	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	2	65	100	20	0	0	0	0	0	0	0	0	0	68	0	1	0	0	-1	0	0	10	0	0	None	None	AnyExceptSelf
63	Hyper Beam	63	True	0	0	2	120	90	5	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	5	2	8	0	3	100	0	0	0	0	150	95	0	0	0	0	0	0	0	0	0	0	0	2	120	90	5	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
64	Peck	64	False	2	0	1	35	100	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	35	100	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
65	Drill Peck	65	False	2	0	1	80	100	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	80	100	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
66	Submission	66	False	1	0	1	80	80	20	0	0	0	0	0	0	0	0	0	0	48	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	80	80	20	0	0	0	0	0	0	0	0	0	48	231	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
67	Low Kick	67	False	1	0	1	1	100	20	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	100	20	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
68	Counter	68	False	1	0	1	1	100	20	-5	0	0	0	0	0	0	0	0	0	89	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	75	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	100	20	-5	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	None	None	Counter
69	Seismic Toss	69	False	1	0	1	1	100	20	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	True	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	100	20	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
70	Strength	70	False	0	0	1	80	100	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	80	100	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
71	Absorb	71	True	11	8	2	30	100	20	0	0	0	0	0	0	0	0	0	0	3	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	20	0	0	0	0	40	100	0	0	0	0	0	0	75	0	0	11	8	2	30	100	20	0	0	0	0	0	0	0	0	0	3	50	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
72	Mega Drain	72	False	11	8	2	40	100	15	0	0	0	0	0	0	0	0	0	0	3	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	2	40	100	15	0	0	0	0	0	0	0	0	0	3	50	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
73	Leech Seed	73	False	11	1	0	0	90	10	0	0	0	20	0	1	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	90	10	0	0	0	20	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	Permanent	None	AnyExceptSelf
74	Growth	74	False	0	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	316	0	0	7	1	3	0	1	1	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	101	20	0	0	0	0	0	0	0	0	0	316	0	1	3	0	1	1	0	0	0	0	None	None	Self
75	Razor Leaf	75	False	11	0	1	55	95	25	0	0	0	0	0	0	0	0	1	0	43	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	55	95	25	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	None	None	AllAdjacentOpponents
76	Solar Beam	76	False	11	0	2	120	100	10	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	2	120	100	10	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
77	Poison Powder	77	True	3	1	0	0	80	20	0	0	0	5	0	2	5	5	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	0	0	3	0	0	0	100	0	0	0	7	0	0	0	0	0	3	1	0	0	80	20	0	0	0	5	0	5	5	0	0	66	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
78	Stun Spore	78	True	11	1	0	0	80	20	0	0	0	1	0	2	5	5	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	0	0	3	0	0	0	100	0	0	0	7	0	0	0	0	0	11	1	0	0	80	20	0	0	0	1	0	5	5	0	0	67	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
79	Sleep Powder	79	True	11	1	0	0	80	20	0	0	0	6	0	2	5	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	0	0	3	0	0	0	100	0	0	0	7	0	0	0	0	0	11	1	0	0	80	20	0	0	0	6	0	5	5	0	0	1	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
80	Petal Dance	80	True	11	0	2	90	85	10	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	True	0	1	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	0	0	0	120	95	0	0	0	0	0	0	0	0	0	11	0	2	90	85	10	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
81	String Shot	81	False	6	2	0	0	95	40	0	0	0	0	0	0	0	0	0	0	60	0	0	5	5	0	0	-2	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	95	40	0	0	0	0	0	0	0	0	0	60	0	5	0	0	-2	0	0	0	0	0	None	None	AllAdjacentOpponents
82	Dragon Rage	82	False	15	0	2	1	100	10	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	2	1	100	10	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
83	Fire Spin	83	False	9	4	2	35	85	15	0	0	0	10	100	4	5	6	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	2	35	85	15	0	0	0	10	100	5	6	0	0	42	0	0	0	0	0	0	0	0	0	0	TurnCountNoSwitch	None	AnyExceptSelf
84	Thunder Shock	84	True	12	4	2	40	100	25	0	0	0	1	30	2	3	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	30	0	2	0	0	50	100	0	50	0	4	0	0	0	0	0	12	4	2	40	100	25	0	0	0	1	30	3	3	0	0	6	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
85	Thunderbolt	85	True	12	4	2	80	100	10	0	0	0	1	20	2	3	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	2	0	0	100	100	0	40	0	4	0	0	0	0	0	12	4	2	80	100	10	0	0	0	1	20	3	3	0	0	6	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
86	Thunder Wave	86	True	12	1	0	0	90	20	0	0	0	1	0	2	5	5	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	0	0	3	0	0	0	100	0	0	0	7	0	0	0	0	0	12	1	0	0	90	20	0	0	0	1	0	5	5	0	0	67	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
87	Thunder	87	True	12	4	2	100	75	5	0	0	0	1	30	2	3	3	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	80	0	2	0	0	120	90	0	50	0	4	0	0	0	0	0	12	4	2	100	75	5	0	0	0	1	30	3	3	0	0	152	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
88	Rock Throw	88	False	5	0	1	50	90	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	50	90	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
89	Earthquake	89	False	4	0	1	100	100	10	0	0	0	0	0	0	0	0	0	0	147	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	100	100	10	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	None	None	AllAdjacent
90	Fissure	90	False	4	9	1	1	30	5	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	1	1	30	5	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
91	Dig	91	False	4	0	1	80	100	10	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	True	True	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	80	100	10	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
92	Toxic	92	False	3	1	0	0	90	10	0	0	0	5	0	1	15	15	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	90	10	0	0	0	5	0	15	15	0	0	33	0	0	0	0	0	0	0	0	0	0	Permanent	None	AnyExceptSelf
93	Confusion	93	True	13	0	2	50	100	20	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	40	0	0	0	0	60	100	0	0	0	0	0	0	0	0	0	13	0	2	50	100	20	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
94	Psychic	94	True	13	6	2	80	100	10	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	-1	0	0	20	0	0	3	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	0	0	2	100	100	0	0	40	0	0	4	0	0	0	13	6	2	80	100	10	0	0	0	0	0	0	0	0	0	72	0	4	0	0	-1	0	0	20	0	0	None	None	AnyExceptSelf
95	Hypnosis	95	True	13	1	0	0	70	20	0	0	0	6	0	2	5	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	0	0	3	0	0	0	90	0	0	0	7	0	0	0	0	0	13	1	0	0	70	20	0	0	0	6	0	5	5	0	0	1	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
96	Meditate	96	False	13	2	0	0	101	40	0	0	0	0	0	0	0	0	0	0	10	0	0	7	1	0	0	1	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	101	40	0	0	0	0	0	0	0	0	0	10	0	1	0	0	1	0	0	0	0	0	None	None	Self
